epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,304.766,0.6981,0.44189,0.82788,0.96565,0.94,0.97685,0.65696,1.10352,0.5313,0.91097,8.425e-05,8.425e-05,8.425e-05
187,306.393,0.68074,0.43891,0.81996,0.96471,0.9407,0.97765,0.66034,1.10046,0.53564,0.90947,7.93e-05,7.93e-05,7.93e-05
188,308.041,0.67417,0.43286,0.82302,0.95125,0.93689,0.97988,0.66212,1.10335,0.52644,0.91149,7.435e-05,7.435e-05,7.435e-05
189,309.681,0.65808,0.41865,0.82676,0.94778,0.94941,0.97652,0.65669,1.10634,0.52914,0.91255,6.94e-05,6.94e-05,6.94e-05
190,311.312,0.68987,0.43473,0.82856,0.95155,0.95468,0.97769,0.659,1.10421,0.53057,0.90952,6.445e-05,6.445e-05,6.445e-05
191,313.97,0.67666,0.4289,0.82765,0.96424,0.9286,0.97658,0.65879,1.10436,0.53154,0.90952,5.95e-05,5.95e-05,5.95e-05
192,315.601,0.68895,0.44012,0.83251,0.96868,0.9313,0.97544,0.66229,1.10072,0.52511,0.91106,5.455e-05,5.455e-05,5.455e-05
193,317.231,0.63923,0.40905,0.8193,0.98015,0.91313,0.97201,0.66223,1.10284,0.52512,0.91056,4.96e-05,4.96e-05,4.96e-05
194,318.856,0.62653,0.40749,0.82282,0.98499,0.91579,0.97569,0.66427,1.09692,0.52474,0.91043,4.465e-05,4.465e-05,4.465e-05
195,320.467,0.64656,0.40581,0.81997,0.98467,0.91261,0.97506,0.66056,1.09685,0.52741,0.91186,3.97e-05,3.97e-05,3.97e-05
196,322.093,0.64488,0.41125,0.81448,0.98467,0.90366,0.96759,0.65448,1.11386,0.53676,0.9134,3.475e-05,3.475e-05,3.475e-05
197,323.704,0.62162,0.4057,0.81014,0.98098,0.90579,0.96653,0.65508,1.11366,0.54504,0.91471,2.98e-05,2.98e-05,2.98e-05
198,325.322,0.61819,0.3987,0.81515,0.97264,0.91704,0.96532,0.65503,1.10853,0.54546,0.91379,2.485e-05,2.485e-05,2.485e-05
199,326.951,0.61387,0.39896,0.8261,0.98184,0.91359,0.96738,0.65914,1.1056,0.53812,0.91246,1.99e-05,1.99e-05,1.99e-05
200,328.578,0.60512,0.40006,0.8191,0.98146,0.91173,0.9677,0.65646,1.10803,0.53585,0.91156,1.495e-05,1.495e-05,1.495e-05
